Number_ID,Number,Day,Plate_ID,Time,Strain,Base_length,Straight_height,Titled_height,Width,Pillar_length,Pillar_angle,Pillar_height,Tower
385,26,6,38,1.5,JU258,0.130,2.261,2.434,0.467,2.815,12.648,2.83,
386,27,6,40,1.5,CB4856,0.239,1.967,1.938,0.272,2.728,-18.222,2.781,
387,28,6,1,2,CB4856,0.326,1.685,1.692,0.478,2.5,13.62,2.539,
388,29,6,2,2,JT11398,0.631,2.467,2.435,0.533,2.87,0.224,2.783,
389,30,6,3,2,EG4725,0.152,0.870,0.863,0.152,3.185,-3.073,3.244,
390,31,6,4,2,JU258,0.120,0.587,0.638,0.196,3.054,4.014,3.105,
391,32,6,6,2,MY23,0.293,0.978,0.935,0.120,2.978,8.241,3.185,
392,33,6,12,2,MY23,0.228,2.707,2.894,0.500,3.011,-12.109,3.057,
393,34,6,13,2,JU258,0.293,1.467,1.425,0.272,2.946,-9.602,2.932,
394,35,6,14,2,MY16,0.337,0.837,0.915,0.109,2.848,2.819,2.873,
395,36,6,15,2,EG4725,0.315,0.707,0.720,0.174,2.848,5.562,2.916,
396,37,6,16,2,MY23,0.315,1.565,1.383,0.207,2.967,7.379,3.047,
397,38,6,18,2,MY16,0.174,0.848,0.818,0.163,2.739,-3.142,2.776,
398,39,6,24,2,CB4856,0.370,1.783,1.757,0.391,2.62,3.311,2.635,
399,40,6,25,2,CB4856,0.315,2.620,2.715,0.500,3.087,11.269,3.004,
400,41,6,27,2,MY16,0.196,1.391,1.422,0.272,2.467,-12.556,2.45,
401,42,6,28,2,JU258,0.293,2.478,2.558,0.565,2.739,2.376,2.622,
402,43,6,30,2,MY23,0.250,0.717,0.794,0.098,2.576,4.803,2.596,
403,44,6,38,2,JU258,0.261,1.620,1.673,0.522,2.815,12.648,2.83,
404,45,6,40,2,CB4856,0.304,1.511,1.546,0.500,2.728,-18.222,2.781,
405,46,6,1,3,CB4856,0.283,2.478,2.496,0.576,2.5,13.62,2.539,
406,47,6,2,3,JT11398,0.511,2.467,2.479,0.457,2.87,0.224,2.783,
407,48,6,4,3,JU258,0.174,0.717,0.742,0.098,3.054,4.014,3.105,
408,49,6,5,3,CX11314,0.261,0.924,0.903,0.207,2.652,-7.001,2.497,
409,50,6,6,3,MY23,0.391,1.696,1.746,0.228,2.978,8.241,3.185,
410,51,6,7,3,MY16,0.217,1.130,1.132,0.109,2.478,-8.166,2.449,
411,52,6,11,3,N2,0.196,1.043,1.062,0.196,2.652,11.263,2.616,
412,53,6,12,3,MY23,0.228,2.924,3.090,0.533,3.011,-12.109,3.057,
413,54,6,13,3,JU258,0.326,1.630,1.651,0.185,2.946,-9.602,2.932,
414,55,6,14,3,MY16,0.337,1.772,1.745,0.402,2.848,2.819,2.873,
415,56,6,15,3,EG4725,0.250,1.272,1.309,0.217,2.848,5.562,2.916,
416,57,6,16,3,MY23,0.359,0.870,0.826,0.177,2.967,7.379,3.047,
417,58,6,17,3,MY23,0.228,0.804,0.769,0.065,2.728,13.671,2.897,
418,59,6,18,3,MY16,0.239,0.717,0.821,0.207,2.739,-3.142,2.776,
419,60,6,19,3,N2,0.043,0.402,0.381,0.054,3.228,9.961,3.079,
420,61,6,24,3,CB4856,0.304,2.033,2.025,0.348,2.62,3.311,2.635,
421,62,6,25,3,CB4856,0.261,2.848,2.911,0.685,3.087,11.269,3.004,
422,63,6,27,3,MY16,0.196,1.663,1.595,0.467,2.467,-12.556,2.45,
423,64,6,28,3,JU258,0.261,2.859,2.869,0.598,2.739,2.376,2.622,
424,65,6,30,3,MY23,0.257,2.141,2.144,0.511,2.576,4.803,2.596,
425,66,6,38,3,JU258,0.261,2.043,2.156,0.413,2.815,12.648,2.83,
426,67,6,40,3,CB4856,0.370,2.293,2.400,0.522,2.728,-18.222,2.781,
427,68,6,1,4,CB4856,0.359,2.707,2.807,0.761,2.5,13.62,2.539,
428,69,6,2,4,JT11398,0.588,3.098,3.213,0.565,2.87,0.224,2.783,Yes
429,70,6,5,4,CX11314,0.304,1.065,1.100,0.207,2.652,-7.001,2.497,
430,71,6,6,4,MY23,0.272,2.391,2.284,0.228,2.978,8.241,3.185,
431,72,6,7,4,MY16,0.174,1.793,1.882,0.435,2.478,-8.166,2.449,
432,73,6,11,4,N2,0.337,1.598,1.632,0.272,2.652,11.263,2.616,
433,74,6,12,4,MY23,0.239,4.098,4.027,0.500,3.011,-12.109,3.057,
434,75,6,13,4,JU258,0.467,2.815,2.840,0.587,2.946,-9.602,2.932,Yes
435,76,6,14,4,MY16,0.348,2.011,1.928,0.630,2.848,2.819,2.873,
436,77,6,15,4,EG4725,0.326,1.772,1.823,0.239,2.848,5.562,2.916,
437,78,6,16,4,MY23,0.467,1.370,1.524,0.141,2.967,7.379,3.047,
438,79,6,17,4,MY23,0.109,1.077,1.115,0.177,2.728,13.671,2.897,
439,80,6,18,4,MY16,0.304,1.663,1.710,0.087,2.739,-3.142,2.776,
440,81,6,19,4,N2,0.174,1.250,1.256,0.120,3.228,9.961,3.079,
441,82,6,24,4,CB4856,0.391,1.989,1.942,0.467,2.62,3.311,2.635,
442,83,6,25,4,CB4856,0.457,3.402,3.824,0.742,3.087,11.269,3.004,
443,84,6,26,4,CX11314,0.348,1.185,1.234,0.228,2.478,-12.422,2.527,
444,85,6,27,4,MY16,0.315,2.022,2.117,0.609,2.467,-12.556,2.45,
445,86,6,28,4,JU258,0.413,3.435,3.477,0.468,2.739,2.376,2.622,Yes
446,87,6,30,4,MY23,0.304,2.717,2.705,0.652,2.576,4.803,2.596,
447,88,6,33,4,N2,0.315,1.196,1.179,0.239,3.043,-4.798,2.989,
448,89,6,38,4,JU258,0.283,2.522,2.636,0.533,2.815,12.648,2.83,Yes
449,90,6,40,4,CB4856,0.228,2.587,2.745,0.326,2.728,-18.222,2.781,
450,1,7,1,1,DL238,0.411,0.956,0.956,0.256,3.222,-10.019,3.385,
451,2,7,1,1.5,DL238,0.478,2.822,2.824,0.678,3.222,-10.019,3.385,
452,3,7,2,1.5,EG4725,0.089,0.444,0.426,0.067,2.811,-0.457,2.789,
453,4,7,3,1.5,DL238,0.256,1.633,1.637,0.556,2.767,-10.061,2.799,
454,5,7,4,1.5,EG4725,0.367,0.633,0.604,0.133,3.144,-10.008,3.069,
455,6,7,5,1.5,DL238,0.367,2.122,2.092,0.622,3.044,-4.497,2.976,
456,7,7,6,1.5,EG4725,0.067,0.700,0.684,0.078,3.056,3.156,3.027,
457,8,7,9,1.5,EG4725,0.167,0.556,0.561,0.111,3.156,-6.212,3.286,
458,9,7,10,1.5,DL238,0.333,1.978,1.900,0.522,3.411,-2.465,3.359,
459,10,7,1,2,DL238,0.389,3.233,3.221,0.867,3.222,-10.019,3.385,
460,11,7,2,2,EG4725,0.067,0.489,0.502,0.100,2.811,-0.457,2.789,
461,12,7,3,2,DL238,0.322,1.811,1.894,0.589,2.767,-10.061,2.799,
462,13,7,4,2,EG4725,0.211,1.300,1.312,0.300,3.144,-10.008,3.069,
463,14,7,5,2,DL238,0.511,2.922,2.923,0.767,3.044,-4.497,2.976,
464,15,7,9,2,EG4725,0.267,1.700,1.729,0.378,3.156,-6.212,3.286,
465,16,7,10,2,DL238,0.411,2.656,2.577,0.522,3.411,-2.465,3.359,
466,17,7,1,3,DL238,0.367,3.489,3.525,0.733,3.222,-10.019,3.385,
467,18,7,2,3,EG4725,0.111,0.900,0.940,0.233,2.811,-0.457,2.789,
468,19,7,3,3,DL238,0.456,2.156,2.286,0.711,2.767,-10.061,2.799,
469,20,7,4,3,EG4725,0.322,1.878,1.856,0.444,3.144,-10.008,3.069,
470,21,7,5,3,DL238,0.578,2.856,2.798,0.644,3.044,-4.497,2.976,
471,22,7,9,3,EG4725,0.278,2.511,2.528,0.589,3.156,-6.212,3.286,
472,23,7,10,3,DL238,0.489,2.867,2.797,0.667,3.411,-2.465,3.359,
473,24,7,1,4,DL238,0.289,3.200,3.334,0.578,3.222,-10.019,3.385,
474,25,7,2,4,EG4725,0.100,1.167,1.210,0.122,2.811,-0.457,2.789,
475,26,7,3,4,DL238,0.589,2.544,2.615,0.700,2.767,-10.061,2.799,
476,27,7,4,4,EG4725,0.378,2.689,2.709,0.556,3.144,-10.008,3.069,
477,28,7,5,4,DL238,0.433,2.522,2.471,0.544,3.044,-4.497,2.976,
478,29,7,6,4,EG4725,0.144,0.522,0.534,0.100,3.056,3.156,3.027,
479,30,7,9,4,EG4725,0.356,2.467,2.547,0.523,3.156,-6.212,3.286,
480,31,7,10,4,DL238,0.533,2.711,2.711,0.589,3.411,-2.465,3.359,
